"HPI for states (All-Transactions Index)
Experimental Indexes Showing Cumulative (Nominal) Annual Appreciation",,,,,,,,
,,,,,,,,
"* These annual state indexes should be considered developmental. As with the standard FHFA HPIs, revisions to these indexes may reflect the impact of new data or technical adjustments. Indexes are calibrated using appraisal values and sales prices for mortgages bought or guaranteed by Fannie Mae and Freddie Mac. In cases where sample sizes are small for the state, an index is either not reported if recording has not started or a missing value is reported with a period ("".""). Index values always reflect only that native state, i.e. they are not made with data from another area or year. Three HPI values are provided and, since the indexes reflect cumulative appreciation since a certain period, the values reflect the base year being used (annual appreciations are the same). Column A is the state name, Column B is the state abbreviation, Column C is the state FIPS code, Column D is the year, Column E is the annual change, Column F is the index value with a base of 100 when first recorded, Column G is the index value with a base of 100 in 1990, and Column H is the index value with a base of 100 in 2000. If a state HPI has a missing value in Column F in 1990 or 2000 then the state HPI will have blank values in Column G or H, respectively.",,,,,,,,
"** For tracking and feedback purposes, please cite one of the associated papers. Three FHFA working papers (WP 16-01, WP 16-02, and WP 16-04) discuss different aspects of the data and each have been published by journals. A suggested citation is: Bogin, Alexander N., Doerner, William M. and Larson, William D. (2019). ""Local House Price Dynamics: New Indices and Stylized Facts"". Real Estate Economics, volume 47, issue 2, pages 365-398. The initial FHFA WP 16-01 is accessible at http://www.fhfa.gov/papers/wp1601.aspx.",,,,,,,,
"Last updated: March 24, 2022.",,,,,,,,
Not Seasonally Adjusted (NSA) ,,,,,,,,
State,Abbreviation,FIPS,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base,
North Dakota,ND,38,1979,12.86,155.54,88.29,62.29,
North Dakota,ND,38,1980,4.09,161.90,91.90,64.83,
North Dakota,ND,38,1981,4.82,169.71,96.33,67.96,
North Dakota,ND,38,1982,-15.90,142.73,81.02,57.16,
North Dakota,ND,38,1983,20.05,171.34,97.26,68.61,
North Dakota,ND,38,1984,4.03,178.25,101.18,71.38,
North Dakota,ND,38,1985,-0.99,176.48,100.18,70.67,
North Dakota,ND,38,1986,-0.65,175.33,99.53,70.21,
North Dakota,ND,38,1987,-0.64,174.21,98.89,69.76,
North Dakota,ND,38,1988,-2.14,170.49,96.77,68.27,
North Dakota,ND,38,1989,2.29,174.39,98.99,69.84,
North Dakota,ND,38,1990,1.02,176.17,100.00,70.55,
North Dakota,ND,38,1991,2.60,180.75,102.60,72.38,
North Dakota,ND,38,1992,2.48,185.24,105.15,74.18,
North Dakota,ND,38,1993,4.71,193.96,110.10,77.67,
North Dakota,ND,38,1994,5.13,203.91,115.75,81.66,
North Dakota,ND,38,1995,5.55,215.22,122.17,86.18,
North Dakota,ND,38,1996,3.72,223.23,126.71,89.39,
North Dakota,ND,38,1997,2.78,229.43,130.24,91.88,
North Dakota,ND,38,1998,3.81,238.17,135.20,95.37,
North Dakota,ND,38,1999,1.81,242.48,137.64,97.10,
North Dakota,ND,38,2000,2.98,249.72,141.75,100.00,
North Dakota,ND,38,2001,3.97,259.62,147.37,103.97,
North Dakota,ND,38,2002,3.96,269.90,153.21,108.08,
North Dakota,ND,38,2003,3.47,279.27,158.53,111.84,
North Dakota,ND,38,2004,6.52,297.49,168.87,119.13,
North Dakota,ND,38,2005,8.17,321.80,182.67,128.86,
North Dakota,ND,38,2006,6.33,342.16,194.22,137.02,
North Dakota,ND,38,2007,4.49,357.52,202.94,143.17,
North Dakota,ND,38,2008,2.51,366.50,208.04,146.77,
North Dakota,ND,38,2009,1.03,370.29,210.19,148.28,
North Dakota,ND,38,2010,1.33,375.20,212.98,150.25,
North Dakota,ND,38,2011,3.21,387.24,219.81,155.07,
North Dakota,ND,38,2012,5.28,407.67,231.41,163.25,
North Dakota,ND,38,2013,8.42,442.01,250.91,177.00,
North Dakota,ND,38,2014,7.75,476.28,270.36,190.73,
North Dakota,ND,38,2015,4.45,497.49,282.39,199.22,
North Dakota,ND,38,2016,2.35,509.18,289.03,203.90,
North Dakota,ND,38,2017,1.16,515.11,292.40,206.27,
North Dakota,ND,38,2018,1.35,522.07,296.35,209.06,
North Dakota,ND,38,2019,2.24,533.75,302.98,213.74,
North Dakota,ND,38,2020,0.99,539.02,305.97,215.85,
North Dakota,ND,38,2021,4.80,564.90,320.66,226.21,
Ohio,OH,39,1975,.,100.00,45.80,31.11,
Ohio,OH,39,1976,7.41,107.41,49.20,33.42,
Ohio,OH,39,1977,10.49,118.68,54.36,36.92,
Ohio,OH,39,1978,13.45,134.64,61.67,41.89,
Ohio,OH,39,1979,12.14,151.00,69.16,46.98,
Ohio,OH,39,1980,4.03,157.08,71.94,48.87,
Ohio,OH,39,1981,1.60,159.60,73.10,49.65,
Ohio,OH,39,1982,-5.41,150.95,69.14,46.97,
Ohio,OH,39,1983,7.95,162.95,74.63,50.70,
Ohio,OH,39,1984,2.22,166.57,76.29,51.82,
Ohio,OH,39,1985,2.06,170.00,77.86,52.89,
Ohio,OH,39,1986,3.64,176.19,80.70,54.82,
Ohio,OH,39,1987,5.32,185.57,84.99,57.74,
Ohio,OH,39,1988,7.41,199.32,91.29,62.01,
Ohio,OH,39,1989,5.13,209.55,95.97,65.19,
Ohio,OH,39,1990,4.19,218.34,100.00,67.93,
Ohio,OH,39,1991,3.52,226.01,103.52,70.32,
Ohio,OH,39,1992,3.16,233.15,106.78,72.54,
Ohio,OH,39,1993,3.23,240.68,110.23,74.88,
Ohio,OH,39,1994,4.07,250.49,114.73,77.93,
Ohio,OH,39,1995,5.25,263.64,120.75,82.03,
Ohio,OH,39,1996,4.26,274.86,125.89,85.52,
Ohio,OH,39,1997,4.31,286.70,131.31,89.20,
Ohio,OH,39,1998,3.55,296.89,135.98,92.37,
Ohio,OH,39,1999,3.47,307.20,140.70,95.58,
Ohio,OH,39,2000,4.63,321.41,147.21,100.00,
Ohio,OH,39,2001,4.23,335.01,153.44,104.23,
Ohio,OH,39,2002,2.33,342.82,157.02,106.66,
Ohio,OH,39,2003,1.65,348.48,159.61,108.42,
Ohio,OH,39,2004,3.11,359.30,164.56,111.79,
Ohio,OH,39,2005,3.47,371.76,170.27,115.66,
Ohio,OH,39,2006,0.66,374.23,171.40,116.43,
Ohio,OH,39,2007,-1.17,369.86,169.40,115.07,
Ohio,OH,39,2008,-2.41,360.96,165.32,112.30,
Ohio,OH,39,2009,-3.12,349.70,160.17,108.80,
Ohio,OH,39,2010,-3.43,337.72,154.68,105.07,
Ohio,OH,39,2011,-3.65,325.37,149.02,101.23,
Ohio,OH,39,2012,-1.65,320.02,146.57,99.57,
Ohio,OH,39,2013,0.27,320.89,146.97,99.84,
Ohio,OH,39,2014,3.33,331.58,151.87,103.16,
Ohio,OH,39,2015,3.46,343.05,157.12,106.73,
Ohio,OH,39,2016,3.88,356.35,163.21,110.87,
Ohio,OH,39,2017,4.91,373.83,171.22,116.31,
Ohio,OH,39,2018,5.72,395.20,181.01,122.96,
Ohio,OH,39,2019,4.72,413.84,189.54,128.76,
Ohio,OH,39,2020,4.10,430.79,197.31,134.03,
Ohio,OH,39,2021,10.97,478.06,218.96,148.74,
Oklahoma,OK,40,1975,.,100.00,53.51,37.51,
Oklahoma,OK,40,1976,10.93,110.93,59.36,41.61,
Oklahoma,OK,40,1977,9.49,121.47,64.99,45.57,
Oklahoma,OK,40,1978,21.51,147.60,78.97,55.37,
Oklahoma,OK,40,1979,15.51,170.48,91.22,63.95,
Oklahoma,OK,40,1980,10.75,188.80,101.02,70.83,
Oklahoma,OK,40,1981,9.04,205.88,110.16,77.23,
Oklahoma,OK,40,1982,9.74,225.93,120.89,84.75,
Oklahoma,OK,40,1983,3.46,233.75,125.07,87.69,
Oklahoma,OK,40,1984,-3.17,226.35,121.11,84.91,
Oklahoma,OK,40,1985,-3.67,218.04,116.67,81.80,
Oklahoma,OK,40,1986,-2.83,211.87,113.37,79.48,
Oklahoma,OK,40,1987,-7.15,196.73,105.26,73.80,
Oklahoma,OK,40,1988,-8.76,179.50,96.04,67.34,
Oklahoma,OK,40,1989,2.89,184.69,98.82,69.28,
Oklahoma,OK,40,1990,1.19,186.89,100.00,70.11,
Oklahoma,OK,40,1991,3.21,192.90,103.21,72.36,
Oklahoma,OK,40,1992,2.77,198.25,106.08,74.37,
Oklahoma,OK,40,1993,3.60,205.40,109.90,77.05,
Oklahoma,OK,40,1994,3.72,213.05,113.99,79.92,
Oklahoma,OK,40,1995,3.67,220.87,118.18,82.86,
Oklahoma,OK,40,1996,3.69,229.02,122.54,85.91,
Oklahoma,OK,40,1997,3.04,235.98,126.27,88.53,
Oklahoma,OK,40,1998,4.11,245.68,131.45,92.16,
Oklahoma,OK,40,1999,3.72,254.81,136.34,95.59,
Oklahoma,OK,40,2000,4.61,266.57,142.63,100.00,
Oklahoma,OK,40,2001,4.92,279.69,149.65,104.92,
Oklahoma,OK,40,2002,3.33,289.01,154.64,108.42,
Oklahoma,OK,40,2003,2.86,297.28,159.06,111.52,
Oklahoma,OK,40,2004,3.89,308.86,165.26,115.86,
Oklahoma,OK,40,2005,4.93,324.09,173.41,121.58,
Oklahoma,OK,40,2006,4.57,338.90,181.33,127.13,
Oklahoma,OK,40,2007,3.88,352.04,188.36,132.06,
Oklahoma,OK,40,2008,1.74,358.18,191.65,134.37,
Oklahoma,OK,40,2009,-0.15,357.66,191.37,134.17,
Oklahoma,OK,40,2010,-0.64,355.38,190.15,133.31,
Oklahoma,OK,40,2011,-1.62,349.61,187.06,131.15,
Oklahoma,OK,40,2012,0.91,352.77,188.76,132.34,
Oklahoma,OK,40,2013,1.67,358.66,191.90,134.54,
Oklahoma,OK,40,2014,3.17,370.02,197.99,138.81,
Oklahoma,OK,40,2015,3.55,383.15,205.01,143.73,
Oklahoma,OK,40,2016,2.39,392.29,209.90,147.16,
Oklahoma,OK,40,2017,3.39,405.60,217.02,152.15,
Oklahoma,OK,40,2018,2.92,417.43,223.35,156.59,
Oklahoma,OK,40,2019,3.68,432.78,231.56,162.35,
Oklahoma,OK,40,2020,3.59,448.33,239.89,168.18,
Oklahoma,OK,40,2021,9.80,492.28,263.40,184.67,
Oregon,OR,41,1975,.,100.00,41.86,22.62,
Oregon,OR,41,1976,11.04,111.04,46.48,25.11,
Oregon,OR,41,1977,19.66,132.88,55.62,30.05,
Oregon,OR,41,1978,18.73,157.77,66.03,35.68,
Oregon,OR,41,1979,13.96,179.80,75.26,40.66,
Oregon,OR,41,1980,5.43,189.57,79.35,42.87,
Oregon,OR,41,1981,-4.40,181.23,75.85,40.99,
Oregon,OR,41,1982,2.72,186.16,77.92,42.10,
Oregon,OR,41,1983,1.30,188.58,78.93,42.65,
Oregon,OR,41,1984,-1.81,185.18,77.51,41.88,
Oregon,OR,41,1985,-0.99,183.34,76.74,41.46,
Oregon,OR,41,1986,0.23,183.76,76.92,41.56,
Oregon,OR,41,1987,0.59,184.85,77.37,41.80,
Oregon,OR,41,1988,4.24,192.68,80.65,43.58,
Oregon,OR,41,1989,9.13,210.26,88.01,47.55,
Oregon,OR,41,1990,13.63,238.92,100.00,54.03,
Oregon,OR,41,1991,8.79,259.92,108.79,58.78,
Oregon,OR,41,1992,6.10,275.77,115.42,62.37,
Oregon,OR,41,1993,7.01,295.10,123.52,66.74,
Oregon,OR,41,1994,8.45,320.04,133.95,72.38,
Oregon,OR,41,1995,10.75,354.45,148.36,80.16,
Oregon,OR,41,1996,6.28,376.72,157.68,85.20,
Oregon,OR,41,1997,6.55,401.40,168.01,90.78,
Oregon,OR,41,1998,3.63,415.97,174.11,94.07,
Oregon,OR,41,1999,2.43,426.09,178.34,96.36,
Oregon,OR,41,2000,3.78,442.18,185.08,100.00,
Oregon,OR,41,2001,4.55,462.28,193.49,104.55,
Oregon,OR,41,2002,3.57,478.81,200.41,108.28,
Oregon,OR,41,2003,2.96,492.96,206.33,111.48,
Oregon,OR,41,2004,8.77,536.21,224.43,121.27,
Oregon,OR,41,2005,16.46,624.44,261.36,141.22,
Oregon,OR,41,2006,16.06,724.72,303.33,163.90,
Oregon,OR,41,2007,5.38,763.70,319.65,172.71,
Oregon,OR,41,2008,-2.71,743.03,311.00,168.04,
Oregon,OR,41,2009,-9.74,670.62,280.69,151.66,
Oregon,OR,41,2010,-8.10,616.27,257.94,139.37,
Oregon,OR,41,2011,-6.81,574.29,240.37,129.88,
Oregon,OR,41,2012,-1.50,565.68,236.77,127.93,
Oregon,OR,41,2013,6.15,600.47,251.33,135.80,
Oregon,OR,41,2014,9.55,657.83,275.34,148.77,
Oregon,OR,41,2015,7.78,708.98,296.75,160.34,
Oregon,OR,41,2016,10.85,785.87,328.93,177.73,
Oregon,OR,41,2017,7.99,848.65,355.21,191.93,
Oregon,OR,41,2018,6.27,901.87,377.48,203.96,
Oregon,OR,41,2019,4.30,940.63,393.70,212.73,
Oregon,OR,41,2020,3.25,971.21,406.51,219.64,
Oregon,OR,41,2021,13.57,1103.00,461.67,249.45,
Pennsylvania,PA,42,1975,.,100.00,37.67,31.50,
Pennsylvania,PA,42,1976,5.49,105.49,39.74,33.23,
Pennsylvania,PA,42,1977,5.61,111.41,41.97,35.09,
Pennsylvania,PA,42,1978,8.04,120.36,45.34,37.91,
Pennsylvania,PA,42,1979,11.84,134.61,50.71,42.40,
Pennsylvania,PA,42,1980,4.78,141.04,53.13,44.43,
Pennsylvania,PA,42,1981,4.03,146.72,55.27,46.22,
Pennsylvania,PA,42,1982,1.37,148.73,56.02,46.85,
Pennsylvania,PA,42,1983,5.45,156.84,59.08,49.40,
Pennsylvania,PA,42,1984,6.15,166.48,62.71,52.44,
Pennsylvania,PA,42,1985,5.85,176.23,66.38,55.51,
Pennsylvania,PA,42,1986,7.72,189.83,71.51,59.80,
Pennsylvania,PA,42,1987,11.97,212.56,80.07,66.96,
Pennsylvania,PA,42,1988,15.12,244.71,92.18,77.08,
Pennsylvania,PA,42,1989,6.22,259.92,97.91,81.88,
Pennsylvania,PA,42,1990,2.13,265.47,100.00,83.62,
Pennsylvania,PA,42,1991,1.43,269.25,101.43,84.81,
Pennsylvania,PA,42,1992,1.63,273.63,103.08,86.19,
Pennsylvania,PA,42,1993,0.96,276.25,104.06,87.02,
Pennsylvania,PA,42,1994,0.24,276.92,104.31,87.23,
Pennsylvania,PA,42,1995,1.00,279.68,105.35,88.10,
Pennsylvania,PA,42,1996,1.66,284.31,107.10,89.56,
Pennsylvania,PA,42,1997,1.39,288.25,108.58,90.80,
Pennsylvania,PA,42,1998,2.73,296.11,111.54,93.28,
Pennsylvania,PA,42,1999,2.50,303.52,114.33,95.61,
Pennsylvania,PA,42,2000,4.59,317.46,119.59,100.00,
Pennsylvania,PA,42,2001,5.85,336.05,126.59,105.85,
Pennsylvania,PA,42,2002,5.50,354.54,133.55,111.68,
Pennsylvania,PA,42,2003,4.55,370.68,139.64,116.77,
Pennsylvania,PA,42,2004,9.35,405.34,152.69,127.68,
Pennsylvania,PA,42,2005,11.39,451.51,170.08,142.22,
Pennsylvania,PA,42,2006,7.60,485.82,183.01,153.03,
Pennsylvania,PA,42,2007,2.46,497.79,187.51,156.80,
Pennsylvania,PA,42,2008,-0.76,494.00,186.09,155.61,
Pennsylvania,PA,42,2009,-3.28,477.79,179.98,150.50,
Pennsylvania,PA,42,2010,-2.52,465.75,175.44,146.71,
Pennsylvania,PA,42,2011,-2.39,454.60,171.25,143.20,
Pennsylvania,PA,42,2012,-1.73,446.75,168.29,140.72,
Pennsylvania,PA,42,2013,0.78,450.22,169.59,141.82,
Pennsylvania,PA,42,2014,1.96,459.02,172.91,144.59,
Pennsylvania,PA,42,2015,2.19,469.07,176.70,147.76,
Pennsylvania,PA,42,2016,2.50,480.80,181.12,151.45,
Pennsylvania,PA,42,2017,3.52,497.71,187.49,156.78,
Pennsylvania,PA,42,2018,4.34,519.30,195.62,163.58,
Pennsylvania,PA,42,2019,3.83,539.21,203.12,169.85,
Pennsylvania,PA,42,2020,3.34,557.24,209.91,175.53,
Pennsylvania,PA,42,2021,9.78,611.76,230.45,192.70,
Rhode Island,RI,44,1975,.,100.00,26.45,23.80,
Rhode Island,RI,44,1976,3.78,103.78,27.44,24.70,
Rhode Island,RI,44,1977,7.79,111.87,29.58,26.62,
Rhode Island,RI,44,1978,13.34,126.79,33.53,30.18,
Rhode Island,RI,44,1979,10.85,140.54,37.17,33.45,
Rhode Island,RI,44,1980,9.25,153.54,40.61,36.54,
Rhode Island,RI,44,1981,6.39,163.35,43.20,38.88,
Rhode Island,RI,44,1982,1.41,165.66,43.81,39.43,
Rhode Island,RI,44,1983,7.57,178.20,47.13,42.41,
Rhode Island,RI,44,1984,7.90,192.28,50.85,45.76,
Rhode Island,RI,44,1985,10.98,213.39,56.43,50.79,
Rhode Island,RI,44,1986,18.66,253.20,66.96,60.26,
Rhode Island,RI,44,1987,25.87,318.69,84.28,75.85,
Rhode Island,RI,44,1988,15.64,368.53,97.46,87.71,
Rhode Island,RI,44,1989,4.12,383.72,101.48,91.33,
Rhode Island,RI,44,1990,-1.46,378.13,100.00,90.00,
Rhode Island,RI,44,1991,-3.81,363.74,96.19,86.57,
Rhode Island,RI,44,1992,-2.20,355.72,94.07,84.67,
Rhode Island,RI,44,1993,-0.95,352.35,93.18,83.86,
Rhode Island,RI,44,1994,-1.62,346.65,91.68,82.51,
Rhode Island,RI,44,1995,-0.35,345.44,91.35,82.22,
Rhode Island,RI,44,1996,0.84,348.33,92.12,82.91,
Rhode Island,RI,44,1997,0.71,350.80,92.77,83.49,
Rhode Island,RI,44,1998,3.06,361.53,95.61,86.05,
Rhode Island,RI,44,1999,3.90,375.64,99.34,89.41,
Rhode Island,RI,44,2000,11.85,420.15,111.11,100.00,
Rhode Island,RI,44,2001,10.97,466.24,123.30,110.97,
Rhode Island,RI,44,2002,14.16,532.27,140.76,126.68,
Rhode Island,RI,44,2003,10.91,590.35,156.12,140.51,
Rhode Island,RI,44,2004,18.14,697.43,184.44,165.99,
Rhode Island,RI,44,2005,14.19,796.42,210.62,189.55,
Rhode Island,RI,44,2006,3.99,828.20,219.03,197.12,
Rhode Island,RI,44,2007,-2.40,808.36,213.78,192.40,
Rhode Island,RI,44,2008,-7.15,750.54,198.49,178.64,
Rhode Island,RI,44,2009,-9.53,679.04,179.58,161.62,
Rhode Island,RI,44,2010,-4.45,648.85,171.59,154.43,
Rhode Island,RI,44,2011,-4.63,618.80,163.65,147.28,
Rhode Island,RI,44,2012,-3.69,595.99,157.62,141.85,
Rhode Island,RI,44,2013,-0.15,595.07,157.37,141.63,
Rhode Island,RI,44,2014,3.08,613.41,162.22,146.00,
Rhode Island,RI,44,2015,4.44,640.64,169.42,152.48,
Rhode Island,RI,44,2016,4.76,671.12,177.48,159.73,
Rhode Island,RI,44,2017,5.91,710.79,187.97,169.17,
Rhode Island,RI,44,2018,6.26,755.30,199.75,179.77,
Rhode Island,RI,44,2019,4.43,788.78,208.60,187.74,
Rhode Island,RI,44,2020,4.38,823.32,217.74,195.96,
Rhode Island,RI,44,2021,13.32,933.02,246.75,222.07,
South Carolina,SC,45,1975,.,100.00,45.54,32.47,
South Carolina,SC,45,1976,5.48,105.48,48.03,34.25,
South Carolina,SC,45,1977,4.46,110.19,50.18,35.78,
South Carolina,SC,45,1978,10.24,121.47,55.31,39.44,
South Carolina,SC,45,1979,10.36,134.06,61.04,43.53,
South Carolina,SC,45,1980,9.93,147.37,67.11,47.85,
South Carolina,SC,45,1981,9.68,161.64,73.60,52.48,
South Carolina,SC,45,1982,3.79,167.75,76.39,54.47,
South Carolina,SC,45,1983,2.37,171.74,78.20,55.76,
South Carolina,SC,45,1984,3.29,177.40,80.78,57.60,
South Carolina,SC,45,1985,3.62,183.82,83.71,59.69,
South Carolina,SC,45,1986,3.26,189.82,86.43,61.63,
South Carolina,SC,45,1987,3.78,197.00,89.71,63.97,
South Carolina,SC,45,1988,4.36,205.58,93.61,66.75,
South Carolina,SC,45,1989,3.81,213.41,97.18,69.29,
South Carolina,SC,45,1990,2.91,219.61,100.00,71.31,
South Carolina,SC,45,1991,2.29,224.65,102.29,72.94,
South Carolina,SC,45,1992,2.02,229.18,104.36,74.42,
South Carolina,SC,45,1993,1.63,232.92,106.06,75.63,
South Carolina,SC,45,1994,2.25,238.15,108.44,77.33,
South Carolina,SC,45,1995,3.77,247.14,112.54,80.25,
South Carolina,SC,45,1996,3.92,256.82,116.95,83.39,
South Carolina,SC,45,1997,4.34,267.96,122.02,87.01,
South Carolina,SC,45,1998,4.33,279.57,127.30,90.78,
South Carolina,SC,45,1999,4.59,292.41,133.15,94.95,
South Carolina,SC,45,2000,5.32,307.97,140.24,100.00,
South Carolina,SC,45,2001,4.97,323.28,147.21,104.97,
South Carolina,SC,45,2002,2.70,332.00,151.18,107.80,
South Carolina,SC,45,2003,1.93,338.39,154.09,109.88,
South Carolina,SC,45,2004,4.02,351.98,160.28,114.29,
South Carolina,SC,45,2005,7.16,377.19,171.75,122.47,
South Carolina,SC,45,2006,7.34,404.86,184.36,131.46,
South Carolina,SC,45,2007,4.05,421.27,191.83,136.79,
South Carolina,SC,45,2008,0.54,423.55,192.87,137.53,
South Carolina,SC,45,2009,-2.91,411.21,187.25,133.52,
South Carolina,SC,45,2010,-5.42,388.92,177.10,126.28,
South Carolina,SC,45,2011,-3.96,373.50,170.07,121.28,
South Carolina,SC,45,2012,-2.02,365.95,166.64,118.82,
South Carolina,SC,45,2013,0.58,368.09,167.61,119.52,
South Carolina,SC,45,2014,2.93,378.86,172.51,123.02,
South Carolina,SC,45,2015,4.41,395.56,180.12,128.44,
South Carolina,SC,45,2016,4.69,414.13,188.58,134.47,
South Carolina,SC,45,2017,5.39,436.45,198.74,141.72,
South Carolina,SC,45,2018,5.91,462.24,210.48,150.09,
South Carolina,SC,45,2019,4.88,484.81,220.76,157.42,
South Carolina,SC,45,2020,3.26,500.60,227.95,162.54,
South Carolina,SC,45,2021,11.25,556.93,253.60,180.84,
South Dakota,SD,46,1975,.,100.00,52.26,33.47,
South Dakota,SD,46,1976,3.34,103.34,54.01,34.59,
South Dakota,SD,46,1977,10.17,113.85,59.50,38.11,
South Dakota,SD,46,1978,12.80,128.42,67.12,42.99,
South Dakota,SD,46,1979,11.65,143.38,74.94,48.00,
South Dakota,SD,46,1980,5.01,150.57,78.70,50.40,
South Dakota,SD,46,1981,-3.03,146.01,76.31,48.88,
South Dakota,SD,46,1982,12.36,164.06,85.74,54.92,
South Dakota,SD,46,1983,-6.52,153.37,80.16,51.34,
South Dakota,SD,46,1984,13.40,173.93,90.90,58.22,
South Dakota,SD,46,1985,-0.95,172.27,90.03,57.67,
South Dakota,SD,46,1986,3.10,177.61,92.82,59.45,
South Dakota,SD,46,1987,1.79,180.79,94.49,60.52,
South Dakota,SD,46,1988,-1.74,177.65,92.85,59.47,
South Dakota,SD,46,1989,3.22,183.38,95.84,61.38,
South Dakota,SD,46,1990,4.34,191.34,100.00,64.05,
South Dakota,SD,46,1991,4.24,199.45,104.24,66.76,
South Dakota,SD,46,1992,4.88,209.19,109.33,70.03,
South Dakota,SD,46,1993,6.47,222.72,116.40,74.55,
South Dakota,SD,46,1994,6.16,236.44,123.57,79.15,
South Dakota,SD,46,1995,5.08,248.47,129.86,83.17,
South Dakota,SD,46,1996,3.46,257.06,134.35,86.05,
South Dakota,SD,46,1997,4.20,267.86,139.99,89.66,
South Dakota,SD,46,1998,3.06,276.07,144.28,92.41,
South Dakota,SD,46,1999,3.21,284.93,148.92,95.38,
South Dakota,SD,46,2000,4.85,298.74,156.13,100.00,
South Dakota,SD,46,2001,4.13,311.08,162.58,104.13,
South Dakota,SD,46,2002,3.40,321.66,168.11,107.67,
South Dakota,SD,46,2003,2.42,329.45,172.18,110.28,
South Dakota,SD,46,2004,5.28,346.84,181.27,116.10,
South Dakota,SD,46,2005,6.78,370.35,193.56,123.97,
South Dakota,SD,46,2006,4.74,387.89,202.73,129.84,
South Dakota,SD,46,2007,3.54,401.62,209.90,134.44,
South Dakota,SD,46,2008,2.17,410.33,214.45,137.35,
South Dakota,SD,46,2009,-0.07,410.06,214.31,137.26,
South Dakota,SD,46,2010,-1.24,404.99,211.66,135.57,
South Dakota,SD,46,2011,-0.15,404.40,211.35,135.37,
South Dakota,SD,46,2012,1.10,408.83,213.67,136.85,
South Dakota,SD,46,2013,3.06,421.36,220.22,141.05,
South Dakota,SD,46,2014,3.34,435.42,227.57,145.75,
South Dakota,SD,46,2015,3.46,450.48,235.44,150.79,
South Dakota,SD,46,2016,4.49,470.68,246.00,157.56,
South Dakota,SD,46,2017,4.89,493.68,258.02,165.26,
South Dakota,SD,46,2018,4.63,516.55,269.97,172.91,
South Dakota,SD,46,2019,4.21,538.29,281.33,180.19,
South Dakota,SD,46,2020,2.90,553.91,289.49,185.42,
South Dakota,SD,46,2021,10.84,613.98,320.89,205.52,
Tennessee,TN,47,1975,.,100.00,47.17,33.13,
Tennessee,TN,47,1976,2.78,102.78,48.48,34.05,
Tennessee,TN,47,1977,9.23,112.26,52.95,37.20,
Tennessee,TN,47,1978,11.71,125.40,59.15,41.55,
Tennessee,TN,47,1979,8.42,135.96,64.13,45.05,
Tennessee,TN,47,1980,7.73,146.46,69.09,48.53,
Tennessee,TN,47,1981,3.91,152.19,71.79,50.43,
Tennessee,TN,47,1982,-0.44,151.52,71.48,50.20,
Tennessee,TN,47,1983,8.76,164.79,77.74,54.60,
Tennessee,TN,47,1984,2.67,169.19,79.81,56.06,
Tennessee,TN,47,1985,7.00,181.03,85.39,59.98,
Tennessee,TN,47,1986,5.39,190.79,90.00,63.22,
Tennessee,TN,47,1987,5.63,201.53,95.07,66.78,
Tennessee,TN,47,1988,3.25,208.08,98.16,68.95,
Tennessee,TN,47,1989,1.39,210.99,99.53,69.91,
Tennessee,TN,47,1990,0.48,211.99,100.00,70.24,
Tennessee,TN,47,1991,0.90,213.90,100.90,70.87,
Tennessee,TN,47,1992,2.23,218.68,103.16,72.46,
Tennessee,TN,47,1993,2.62,224.40,105.86,74.35,
Tennessee,TN,47,1994,4.49,234.48,110.61,77.69,
Tennessee,TN,47,1995,6.19,248.99,117.46,82.50,
Tennessee,TN,47,1996,4.58,260.41,122.84,86.28,
Tennessee,TN,47,1997,4.59,272.37,128.48,90.25,
Tennessee,TN,47,1998,3.96,283.16,133.57,93.82,
Tennessee,TN,47,1999,3.12,291.98,137.73,96.74,
Tennessee,TN,47,2000,3.36,301.80,142.37,100.00,
Tennessee,TN,47,2001,3.73,313.07,147.68,103.73,
Tennessee,TN,47,2002,2.25,320.12,151.01,106.07,
Tennessee,TN,47,2003,1.74,325.69,153.63,107.91,
Tennessee,TN,47,2004,3.59,337.39,159.15,111.79,
Tennessee,TN,47,2005,6.37,358.86,169.28,118.91,
Tennessee,TN,47,2006,7.08,384.27,181.27,127.32,
Tennessee,TN,47,2007,4.03,399.75,188.57,132.46,
Tennessee,TN,47,2008,0.15,400.37,188.86,132.66,
Tennessee,TN,47,2009,-2.44,390.62,184.26,129.43,
Tennessee,TN,47,2010,-3.50,376.93,177.81,124.89,
Tennessee,TN,47,2011,-2.65,366.95,173.10,121.59,
Tennessee,TN,47,2012,-1.03,363.17,171.32,120.33,
Tennessee,TN,47,2013,1.53,368.74,173.94,122.18,
Tennessee,TN,47,2014,4.14,384.00,181.14,127.24,
Tennessee,TN,47,2015,4.28,400.43,188.89,132.68,
Tennessee,TN,47,2016,5.54,422.62,199.36,140.03,
Tennessee,TN,47,2017,6.95,451.98,213.21,149.76,
Tennessee,TN,47,2018,6.91,483.22,227.94,160.11,
Tennessee,TN,47,2019,5.43,509.45,240.32,168.80,
Tennessee,TN,47,2020,4.01,529.85,249.94,175.56,
Tennessee,TN,47,2021,13.50,601.36,283.68,199.26,
Texas,TX,48,1975,.,100.00,50.06,37.00,
Texas,TX,48,1976,8.12,108.12,54.12,40.01,
Texas,TX,48,1977,12.41,121.53,60.83,44.97,
